Region;Comuna;Codigo_comuna;Fec;Fecha;Clave;Casos_Diarios;Casos_Acumulados;Muertes;Casos_Activos;Recuperados;Recuperados_Diarios;Dia;Fallecidos_Diarios;on-off;Max_Dia
Nuble;Coihueco;16302;1;43893;1630243893;0;0;0;0;0;0;0;0;OFF;37
O_Higgins;Coinco;6103;1;43893;610343893;0;0;0;0;0;0;0;0;OFF;17
Maule;Colbun;7402;1;43893;740243893;0;0;0;0;0;0;0;0;OFF;53
Tarapaca;Colchane;1403;1;43893;140343893;0;0;0;0;0;0;0;0;OFF;0
Metropolitana;Colina;13301;1;43893;1330143893;0;0;0;0;0;0;0;0;OFF;52
La_Araucania;Collipulli;9202;1;43893;920243893;0;0;0;0;0;0;0;0;OFF;20
O_Higgins;Coltauco;6104;1;43893;610443893;0;0;0;0;0;0;0;0;OFF;2
Coquimbo;Combarbala;4302;1;43893;430243893;0;0;0;0;0;0;0;0;OFF;0
Biobio;Concepcion;8101;1;43893;810143893;0;0;0;0;0;0;0;0;OFF;58
Metropolitana;Conchali;13104;1;43893;1310443893;0;0;0;0;0;0;0;0;OFF;52
Valparaiso;Concon;5103;1;43893;510343893;0;0;0;0;0;0;0;0;OFF;40
Maule;Constitucion;7102;1;43893;710243893;0;0;0;0;0;0;0;0;OFF;38
Biobio;Contulmo;8204;1;43893;820443893;0;0;0;0;0;0;0;0;OFF;0
Atacama;Copiapo;3101;1;43893;310143893;0;0;0;0;0;0;0;0;OFF;57
Coquimbo;Coquimbo;4102;1;43893;410243893;0;0;0;0;0;0;0;0;OFF;52
Biobio;Coronel;8102;1;43893;810243893;0;0;0;0;0;0;0;0;OFF;51
Los_Rios;Corral;14102;1;43893;1410243893;0;0;0;0;0;0;0;0;OFF;25
Aysen;Coihaique;11101;1;43893;1110143893;0;0;0;0;0;0;0;0;OFF;46
La_Araucania;Cunco;9103;1;43893;910343893;0;0;0;0;0;0;0;0;OFF;36
La_Araucania;Curacautin;9203;1;43893;920343893;0;0;0;0;0;0;0;0;OFF;39
Metropolitana;Curacavi;13503;1;43893;1350343893;0;0;0;0;0;0;0;0;OFF;52
Los_Lagos;Curaco_de_Velez;10204;1;43893;1020443893;0;0;0;0;0;0;0;0;OFF;0
Biobio;Curanilahue;8205;1;43893;820543893;0;0;0;0;0;0;0;0;OFF;43
La_Araucania;Curarrehue;9104;1;43893;910443893;0;0;0;0;0;0;0;0;OFF;49
Maule;Curepto;7103;1;43893;710343893;0;0;0;0;0;0;0;0;OFF;32
Maule;Curico;7301;1;43893;730143893;0;0;0;0;0;0;0;0;OFF;60
Los_Lagos;Dalcahue;10205;1;43893;1020543893;0;0;0;0;0;0;0;0;OFF;0
Atacama;Diego_de_Almagro;3202;1;43893;320243893;0;0;0;0;0;0;0;0;OFF;42
O_Higgins;DoNihue;6105;1;43893;610543893;0;0;0;0;0;0;0;0;OFF;17
Metropolitana;El_Bosque;13105;1;43893;1310543893;0;0;0;0;0;0;0;0;OFF;52
Nuble;El_Carmen;16104;1;43893;1610443893;0;0;0;0;0;0;0;0;OFF;39
Metropolitana;El_Monte;13602;1;43893;1360243893;0;0;0;0;0;0;0;0;OFF;46
Valparaiso;El_Quisco;5604;1;43893;560443893;0;0;0;0;0;0;0;0;OFF;38
Valparaiso;El_Tabo;5605;1;43893;560543893;0;0;0;0;0;0;0;0;OFF;41
Maule;Empedrado;7104;1;43893;710443893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Ercilla;9204;1;43893;920443893;0;0;0;0;0;0;0;0;OFF;36
Metropolitana;Estacion_Central;13106;1;43893;1310643893;0;0;0;0;0;0;0;0;OFF;58
Biobio;Florida;8104;1;43893;810443893;0;0;0;0;0;0;0;0;OFF;45
La_Araucania;Freire;9105;1;43893;910543893;0;0;0;0;0;0;0;0;OFF;39
Atacama;Freirina;3303;1;43893;330343893;0;0;0;0;0;0;0;0;OFF;13
Los_Lagos;Fresia;10104;1;43893;1010443893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Frutillar;10105;1;43893;1010543893;0;0;0;0;0;0;0;0;OFF;50
Los_Lagos;Futaleufu;10402;1;43893;1040243893;0;0;0;0;0;0;0;0;OFF;0
Los_Rios;Futrono;14202;1;43893;1420243893;0;0;0;0;0;0;0;0;OFF;44
La_Araucania;Galvarino;9106;1;43893;910643893;0;0;0;0;0;0;0;0;OFF;29
Arica_y_Parinacota;General_Lagos;15202;1;43893;1520243893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Gorbea;9107;1;43893;910743893;0;0;0;0;0;0;0;0;OFF;50
O_Higgins;Graneros;6106;1;43893;610643893;0;0;0;0;0;0;0;0;OFF;17
Aysen;Guaitecas;11203;1;43893;1120343893;0;0;0;0;0;0;0;0;OFF;0
Valparaiso;Hijuelas;5503;1;43893;550343893;0;0;0;0;0;0;0;0;OFF;22
Los_Lagos;Hualaihue;10403;1;43893;1040343893;0;0;0;0;0;0;0;0;OFF;41
Maule;HualaNe;7302;1;43893;730243893;0;0;0;0;0;0;0;0;OFF;0
Biobio;Hualpen;8112;1;43893;811243893;0;0;0;0;0;0;0;0;OFF;48
Biobio;Hualqui;8105;1;43893;810543893;0;0;0;0;0;0;0;0;OFF;47
Tarapaca;Huara;1404;1;43893;140443893;0;0;0;0;0;0;0;0;OFF;8
Atacama;Huasco;3304;1;43893;330443893;0;0;0;0;0;0;0;0;OFF;8
Metropolitana;Huechuraba;13107;1;43893;1310743893;0;0;0;0;0;0;0;0;OFF;51
Coquimbo;Illapel;4201;1;43893;420143893;0;0;0;0;0;0;0;0;OFF;36
Metropolitana;Independencia;13108;1;43893;1310843893;0;0;0;0;0;0;0;0;OFF;51
Tarapaca;Iquique;1101;1;43893;110143893;0;0;0;0;0;0;0;0;OFF;48
Metropolitana;Isla_de_Maipo;13603;1;43893;1360343893;0;0;0;0;0;0;0;0;OFF;36
Valparaiso;Isla_de_Pascua;5201;1;43893;520143893;0;0;0;0;0;0;0;0;OFF;47
Valparaiso;Juan_Fernandez;5104;1;43893;510443893;0;0;0;0;0;0;0;0;OFF;0
Metropolitana;La_Cisterna;13109;1;43893;1310943893;0;0;0;0;0;0;0;0;OFF;51
Valparaiso;La_Cruz;5504;1;43893;550443893;0;0;0;0;0;0;0;0;OFF;40
O_Higgins;La_Estrella;6202;1;43893;620243893;0;0;0;0;0;0;0;0;OFF;0
Metropolitana;La_Florida;13110;1;43893;1311043893;0;0;0;0;0;0;0;0;OFF;56
Metropolitana;La_Granja;13111;1;43893;1311143893;0;0;0;0;0;0;0;0;OFF;50
Coquimbo;La_Higuera;4104;1;43893;410443893;0;0;0;0;0;0;0;0;OFF;0
Valparaiso;La_Ligua;5401;1;43893;540143893;0;0;0;0;0;0;0;0;OFF;45
Metropolitana;La_Pintana;13112;1;43893;1311243893;0;0;0;0;0;0;0;0;OFF;45
Metropolitana;La_Reina;13113;1;43893;1311343893;0;0;0;0;0;0;0;0;OFF;50
Coquimbo;La_Serena;4101;1;43893;410143893;0;0;0;0;0;0;0;0;OFF;41
Los_Rios;La_Union;14201;1;43893;1420143893;0;0;0;0;0;0;0;0;OFF;48
Los_Rios;Lago_Ranco;14203;1;43893;1420343893;0;0;0;0;0;0;0;0;OFF;44
Aysen;Lago_Verde;11102;1;43893;1110243893;0;0;0;0;0;0;0;0;OFF;0
Magallanes;Laguna_Blanca;12102;1;43893;1210243893;0;0;0;0;0;0;0;0;OFF;0
Biobio;Laja;8304;1;43893;830443893;0;0;0;0;0;0;0;0;OFF;42
Metropolitana;Lampa;13302;1;43893;1330243893;0;0;0;0;0;0;0;0;OFF;49
Los_Rios;Lanco;14103;1;43893;1410343893;0;0;0;0;0;0;0;0;OFF;40
O_Higgins;Las_Cabras;6107;1;43893;610743893;0;0;0;0;0;0;0;0;OFF;25
Metropolitana;Las_Condes;13114;1;43893;1311443893;0;0;0;0;0;0;0;0;OFF;63
La_Araucania;Lautaro;9108;1;43893;910843893;0;0;0;0;0;0;0;0;OFF;42
Biobio;Lebu;8201;1;43893;820143893;0;0;0;0;0;0;0;0;OFF;0
Maule;Licanten;7303;1;43893;730343893;0;0;0;0;0;0;0;0;OFF;24
Valparaiso;Limache;5802;1;43893;580243893;0;0;0;0;0;0;0;0;OFF;46
Maule;Linares;7401;1;43893;740143893;0;0;0;0;0;0;0;0;OFF;49
O_Higgins;Litueche;6203;1;43893;620343893;0;0;0;0;0;0;0;0;OFF;16
Valparaiso;Llaillay;5703;1;43893;570343893;0;0;0;0;0;0;0;0;OFF;38
Los_Lagos;Llanquihue;10107;1;43893;1010743893;0;0;0;0;0;0;0;0;OFF;20
Metropolitana;Lo_Barnechea;13115;1;43893;1311543893;0;0;0;0;0;0;0;0;OFF;44
Metropolitana;Lo_Espejo;13116;1;43893;1311643893;0;0;0;0;0;0;0;0;OFF;49
Metropolitana;Lo_Prado;13117;1;43893;1311743893;0;0;0;0;0;0;0;0;OFF;49
O_Higgins;Lolol;6304;1;43893;630443893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Loncoche;9109;1;43893;910943893;0;0;0;0;0;0;0;0;OFF;39
Maule;Longavi;7403;1;43893;740343893;0;0;0;0;0;0;0;0;OFF;48
La_Araucania;Lonquimay;9205;1;43893;920543893;0;0;0;0;0;0;0;0;OFF;3
Biobio;Los_Alamos;8206;1;43893;820643893;0;0;0;0;0;0;0;0;OFF;18
Valparaiso;Los_Andes;5301;1;43893;530143893;0;0;0;0;0;0;0;0;OFF;47
Biobio;Los_Angeles;8301;1;43893;830143893;0;0;0;0;0;0;0;0;OFF;62
Los_Rios;Los_Lagos;14104;1;43893;1410443893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Los_Muermos;10106;1;43893;1010643893;0;0;0;0;0;0;0;0;OFF;45
La_Araucania;Los_Sauces;9206;1;43893;920643893;0;0;0;0;0;0;0;0;OFF;0
Coquimbo;Los_Vilos;4203;1;43893;420343893;0;0;0;0;0;0;0;0;OFF;45
Biobio;Lota;8106;1;43893;810643893;0;0;0;0;0;0;0;0;OFF;50
La_Araucania;Lumaco;9207;1;43893;920743893;0;0;0;0;0;0;0;0;OFF;13
O_Higgins;Machali;6108;1;43893;610843893;0;0;0;0;0;0;0;0;OFF;53
Metropolitana;Macul;13118;1;43893;1311843893;0;0;0;0;0;0;0;0;OFF;49
Los_Rios;Mafil;14105;1;43893;1410543893;0;0;0;0;0;0;0;0;OFF;49
Metropolitana;Maipu;13119;1;43893;1311943893;0;0;0;0;0;0;0;0;OFF;53
O_Higgins;Malloa;6109;1;43893;610943893;0;0;0;0;0;0;0;0;OFF;0
O_Higgins;Marchihue;6204;1;43893;620443893;0;0;0;0;0;0;0;0;OFF;0
Antofagasta;Maria_Elena;2302;1;43893;230243893;0;0;0;0;0;0;0;0;OFF;27
Metropolitana;Maria_Pinto;13504;1;43893;1350443893;0;0;0;0;0;0;0;0;OFF;45
Los_Rios;Mariquina;14106;1;43893;1410643893;0;0;0;0;0;0;0;0;OFF;42
Maule;Maule;7105;1;43893;710543893;0;0;0;0;0;0;0;0;OFF;44
Los_Lagos;Maullin;10108;1;43893;1010843893;0;0;0;0;0;0;0;0;OFF;30
Antofagasta;Mejillones;2102;1;43893;210243893;0;0;0;0;0;0;0;0;OFF;38
La_Araucania;Melipeuco;9110;1;43893;911043893;0;0;0;0;0;0;0;0;OFF;0
Metropolitana;Melipilla;13501;1;43893;1350143893;0;0;0;0;0;0;0;0;OFF;47
Maule;Molina;7304;1;43893;730443893;0;0;0;0;0;0;0;0;OFF;41
Coquimbo;Monte_Patria;4303;1;43893;430343893;0;0;0;0;0;0;0;0;OFF;0
O_Higgins;Mostazal;6110;1;43893;611043893;0;0;0;0;0;0;0;0;OFF;7
Biobio;Mulchen;8305;1;43893;830543893;0;0;0;0;0;0;0;0;OFF;45
Biobio;Nacimiento;8306;1;43893;830643893;0;0;0;0;0;0;0;0;OFF;53
O_Higgins;Nancagua;6305;1;43893;630543893;0;0;0;0;0;0;0;0;OFF;10
Magallanes;Natales;12401;1;43893;1240143893;0;0;0;0;0;0;0;0;OFF;43
O_Higgins;Navidad;6205;1;43893;620543893;0;0;0;0;0;0;0;0;OFF;12
Biobio;Negrete;8307;1;43893;830743893;0;0;0;0;0;0;0;0;OFF;33
Nuble;Ninhue;16204;1;43893;1620443893;0;0;0;0;0;0;0;0;OFF;30
Nuble;Niquen;16303;1;43893;1630343893;0;0;0;0;0;0;0;0;OFF;32
Valparaiso;Nogales;5506;1;43893;550643893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Nueva_Imperial;9111;1;43893;911143893;0;0;0;0;0;0;0;0;OFF;48
Metropolitana;NuNoa;13120;1;43893;1312043893;0;0;0;0;0;0;0;0;OFF;60
Aysen;O'Higgins;11302;1;43893;1130243893;0;0;0;0;0;0;0;0;OFF;0
O_Higgins;Olivar;6111;1;43893;611143893;0;0;0;0;0;0;0;0;OFF;39
Antofagasta;OllagUe;2202;1;43893;220243893;0;0;0;0;0;0;0;0;OFF;0
Valparaiso;Olmue;5803;1;43893;580343893;0;0;0;0;0;0;0;0;OFF;28
Los_Lagos;Osorno;10301;1;43893;1030143893;0;0;0;0;0;0;0;0;OFF;53
Coquimbo;Ovalle;4301;1;43893;430143893;0;0;0;0;0;0;0;0;OFF;47
Metropolitana;Padre_Hurtado;13604;1;43893;1360443893;0;0;0;0;0;0;0;0;OFF;48
La_Araucania;Padre_las_Casas;9112;1;43893;911243893;0;0;0;0;0;0;0;0;OFF;48
Coquimbo;Paiguano;4105;1;43893;410543893;0;0;0;0;0;0;0;0;OFF;0
Los_Rios;Paillaco;14107;1;43893;1410743893;0;0;0;0;0;0;0;0;OFF;40
Metropolitana;Paine;13404;1;43893;1340443893;0;0;0;0;0;0;0;0;OFF;51
Los_Lagos;Palena;10404;1;43893;1040443893;0;0;0;0;0;0;0;0;OFF;0
O_Higgins;Palmilla;6306;1;43893;630643893;0;0;0;0;0;0;0;0;OFF;0
Los_Rios;Panguipulli;14108;1;43893;1410843893;0;0;0;0;0;0;0;0;OFF;0
Valparaiso;Panquehue;5704;1;43893;570443893;0;0;0;0;0;0;0;0;OFF;0
Valparaiso;Papudo;5403;1;43893;540343893;0;0;0;0;0;0;0;0;OFF;0
O_Higgins;Paredones;6206;1;43893;620643893;0;0;0;0;0;0;0;0;OFF;0
Maule;Parral;7404;1;43893;740443893;0;0;0;0;0;0;0;0;OFF;42
Metropolitana;Pedro_Aguirre_Cerda;13121;1;43893;1312143893;0;0;0;0;0;0;0;0;OFF;47
Maule;Pelarco;7106;1;43893;710643893;0;0;0;0;0;0;0;0;OFF;29
Maule;Pelluhue;7203;1;43893;720343893;0;0;0;0;0;0;0;0;OFF;43
Nuble;Pemuco;16105;1;43893;1610543893;0;0;0;0;0;0;0;0;OFF;34
Metropolitana;PeNaflor;13605;1;43893;1360543893;0;0;0;0;0;0;0;0;OFF;47
Metropolitana;PeNalolen;13122;1;43893;1312243893;0;0;0;0;0;0;0;0;OFF;47
Maule;Pencahue;7107;1;43893;710743893;0;0;0;0;0;0;0;0;OFF;23
Biobio;Penco;8107;1;43893;810743893;0;0;0;0;0;0;0;0;OFF;39
O_Higgins;Peralillo;6307;1;43893;630743893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Perquenco;9113;1;43893;911343893;0;0;0;0;0;0;0;0;OFF;29
Valparaiso;Petorca;5404;1;43893;540443893;0;0;0;0;0;0;0;0;OFF;42
O_Higgins;Peumo;6112;1;43893;611243893;0;0;0;0;0;0;0;0;OFF;36
Tarapaca;Pica;1405;1;43893;140543893;0;0;0;0;0;0;0;0;OFF;36
O_Higgins;Pichidegua;6113;1;43893;611343893;0;0;0;0;0;0;0;0;OFF;2
O_Higgins;Pichilemu;6201;1;43893;620143893;0;0;0;0;0;0;0;0;OFF;0
Nuble;Pinto;16106;1;43893;1610643893;0;0;0;0;0;0;0;0;OFF;38
Metropolitana;Pirque;13202;1;43893;1320243893;0;0;0;0;0;0;0;0;OFF;43
La_Araucania;Pitrufquen;9114;1;43893;911443893;0;0;0;0;0;0;0;0;OFF;48
O_Higgins;Placilla;6308;1;43893;630843893;0;0;0;0;0;0;0;0;OFF;51
Nuble;Portezuelo;16205;1;43893;1620543893;0;0;0;0;0;0;0;0;OFF;0
Magallanes;Porvenir;12301;1;43893;1230143893;0;0;0;0;0;0;0;0;OFF;39
Tarapaca;Pozo_Almonte;1401;1;43893;140143893;0;0;0;0;0;0;0;0;OFF;35
Magallanes;Primavera;12302;1;43893;1230243893;0;0;0;0;0;0;0;0;OFF;24
Metropolitana;Providencia;13123;1;43893;1312343893;0;0;0;0;0;0;0;0;OFF;66
Valparaiso;Puchuncavi;5105;1;43893;510543893;0;0;0;0;0;0;0;0;OFF;11
La_Araucania;Pucon;9115;1;43893;911543893;0;0;0;0;0;0;0;0;OFF;48
Metropolitana;Pudahuel;13124;1;43893;1312443893;0;0;0;0;0;0;0;0;OFF;47
Metropolitana;Puente_Alto;13201;1;43893;1320143893;0;0;0;0;0;0;0;0;OFF;51
Los_Lagos;Puerto_Montt;10101;1;43893;1010143893;0;0;0;0;0;0;0;0;OFF;64
Los_Lagos;Puerto_Octay;10302;1;43893;1030243893;0;0;0;0;0;0;0;0;OFF;42
Los_Lagos;Puerto_Varas;10109;1;43893;1010943893;0;0;0;0;0;0;0;0;OFF;53
O_Higgins;Pumanque;6309;1;43893;630943893;0;0;0;0;0;0;0;0;OFF;0
Coquimbo;Punitaqui;4304;1;43893;430443893;0;0;0;0;0;0;0;0;OFF;18
Magallanes;Punta_Arenas;12101;1;43893;1210143893;0;0;0;0;0;0;0;0;OFF;54
Los_Lagos;Puqueldon;10206;1;43893;1020643893;0;0;0;0;0;0;0;0;OFF;0
La_Araucania;Puren;9208;1;43893;920843893;0;0;0;0;0;0;0;0;OFF;29
Los_Lagos;Purranque;10303;1;43893;1030343893;0;0;0;0;0;0;0;0;OFF;38
Valparaiso;Putaendo;5705;1;43893;570543893;0;0;0;0;0;0;0;0;OFF;45
Arica_y_Parinacota;Putre;15201;1;43893;1520143893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Puyehue;10304;1;43893;1030443893;0;0;0;0;0;0;0;0;OFF;48
Los_Lagos;Queilen;10207;1;43893;1020743893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Quellon;10208;1;43893;1020843893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Quemchi;10209;1;43893;1020943893;0;0;0;0;0;0;0;0;OFF;0
Biobio;Quilaco;8308;1;43893;830843893;0;0;0;0;0;0;0;0;OFF;0
Metropolitana;Quilicura;13125;1;43893;1312543893;0;0;0;0;0;0;0;0;OFF;47
Biobio;Quilleco;8309;1;43893;830943893;0;0;0;0;0;0;0;0;OFF;0
Nuble;Quillon;16107;1;43893;1610743893;0;0;0;0;0;0;0;0;OFF;49
Valparaiso;Quillota;5501;1;43893;550143893;0;0;0;0;0;0;0;0;OFF;53
Valparaiso;Quilpue;5801;1;43893;580143893;0;0;0;0;0;0;0;0;OFF;51
Los_Lagos;Quinchao;10210;1;43893;1021043893;0;0;0;0;0;0;0;0;OFF;45
O_Higgins;Quinta_de_Tilcoco;6114;1;43893;611443893;0;0;0;0;0;0;0;0;OFF;46
Metropolitana;Quinta_Normal;13126;1;43893;1312643893;0;0;0;0;0;0;0;0;OFF;46
Valparaiso;Quintero;5107;1;43893;510743893;0;0;0;0;0;0;0;0;OFF;47
Nuble;Quirihue;16201;1;43893;1620143893;0;0;0;0;0;0;0;0;OFF;34
O_Higgins;Rancagua;6101;1;43893;610143893;0;0;0;0;0;0;0;0;OFF;51
Nuble;Ranquil;16206;1;43893;1620643893;0;0;0;0;0;0;0;0;OFF;49
Maule;Rauco;7305;1;43893;730543893;0;0;0;0;0;0;0;0;OFF;38
Metropolitana;Recoleta;13127;1;43893;1312743893;0;0;0;0;0;0;0;0;OFF;55
La_Araucania;Renaico;9209;1;43893;920943893;0;0;0;0;0;0;0;0;OFF;29
Metropolitana;Renca;13128;1;43893;1312843893;0;0;0;0;0;0;0;0;OFF;52
O_Higgins;Rengo;6115;1;43893;611543893;0;0;0;0;0;0;0;0;OFF;40
O_Higgins;Requinoa;6116;1;43893;611643893;0;0;0;0;0;0;0;0;OFF;53
Maule;Retiro;7405;1;43893;740543893;0;0;0;0;0;0;0;0;OFF;27
Valparaiso;Rinconada;5303;1;43893;530343893;0;0;0;0;0;0;0;0;OFF;33
Los_Rios;Rio_Bueno;14204;1;43893;1420443893;0;0;0;0;0;0;0;0;OFF;35
Maule;Rio_Claro;7108;1;43893;710843893;0;0;0;0;0;0;0;0;OFF;52
Coquimbo;Rio_Hurtado;4305;1;43893;430543893;0;0;0;0;0;0;0;0;OFF;44
Aysen;Rio_IbaNez;11402;1;43893;1140243893;0;0;0;0;0;0;0;0;OFF;0
Los_Lagos;Rio_Negro;10305;1;43893;1030543893;0;0;0;0;0;0;0;0;OFF;43
Magallanes;Rio_Verde;12103;1;43893;1210343893;0;0;0;0;0;0;0;0;OFF;0
Maule;Romeral;7306;1;43893;730643893;0;0;0;0;0;0;0;0;OFF;43
La_Araucania;Saavedra;9116;1;43893;911643893;0;0;0;0;0;0;0;0;OFF;23
Maule;Sagrada_Familia;7307;1;43893;730743893;0;0;0;0;0;0;0;0;OFF;36
Coquimbo;Salamanca;4204;1;43893;420443893;0;0;0;0;0;0;0;0;OFF;51
Valparaiso;San_Antonio;5601;1;43893;560143893;0;0;0;0;0;0;0;0;OFF;46
Metropolitana;San_Bernardo;13401;1;43893;1340143893;0;0;0;0;0;0;0;0;OFF;53
Nuble;San_Carlos;16301;1;43893;1630143893;0;0;0;0;0;0;0;0;OFF;49
Maule;San_Clemente;7109;1;43893;710943893;0;0;0;0;0;0;0;0;OFF;24
Valparaiso;San_Esteban;5304;1;43893;530443893;0;0;0;0;0;0;0;0;OFF;22
Nuble;San_Fabian;16304;1;43893;1630443893;0;0;0;0;0;0;0;0;OFF;43
Valparaiso;San_Felipe;5701;1;43893;570143893;0;0;0;0;0;0;0;0;OFF;49
O_Higgins;San_Fernando;6301;1;43893;630143893;0;0;0;0;0;0;0;0;OFF;52
Magallanes;San_Gregorio;12104;1;43893;1210443893;0;0;0;0;0;0;0;0;OFF;5
Nuble;San_Ignacio;16108;1;43893;1610843893;0;0;0;0;0;0;0;0;OFF;38
Maule;San_Javier;7406;1;43893;740643893;0;0;0;0;0;0;0;0;OFF;40
Metropolitana;San_Joaquin;13129;1;43893;1312943893;0;0;0;0;0;0;0;0;OFF;48
